SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
47-5011.00,"Derrick Operators, Oil and Gas",Construction and Extraction,True,False,1,46120.0,2100,80.0,
27-1029.00,"Designers, All Other","Arts, Design, Entertainment, Sports, and Media",False,False,-1,60570.0,1200,-1.0,
43-9031.00,Desktop Publishers,Office and Administrative Support,False,False,3,42910.0,1200,16.0,
33-3021.00,Detectives and Criminal Investigators,Protective Service,False,False,-1,81920.0,7500,34.0,
29-2032.00,Diagnostic Medical Sonographers,Healthcare Practitioners and Technical,True,False,3,72510.0,5800,35.0,
29-2051.00,Dietetic Technicians,Healthcare Practitioners and Technical,False,False,2,27140.0,3100,13.0,
29-1031.00,Dietitians and Nutritionists,Healthcare Practitioners and Technical,True,False,5,60370.0,5500,0.4,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving Related,True,False,1,22270.0,88000,91.0,
21-2021.00,"Directors, Religious Activities and Education",Community and Social Service,False,False,4,40810.0,20900,3.0,
27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio","Arts, Design, Entertainment, Sports, and Media",False,False,4,71680.0,16000,-1.0,Producers and Directors
35-9021.00,Dishwashers,Food Preparation and Serving Related,False,False,1,22730.0,85000,77.0,
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Office and Administrative Support,False,True,2,39470.0,19600,96.0,
11-9039.01,Distance Learning Coordinators,Management,True,False,5,82850.0,4200,-1.0,"Education Administrators, All Other"
15-1199.12,Document Management Specialists,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",Sales and Related,False,False,1,26430.0,7800,-1.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
17-3019.00,"Drafters, All Other",Architecture and Engineering,False,False,-1,51850.0,1700,-1.0,
53-7031.00,Dredge Operators,Transportation and Material Moving,False,False,2,45260.0,200,92.0,
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,True,2,38020.0,900,-1.0,
53-3031.00,Driver/Sales Workers,Transportation and Material Moving,False,False,2,24700.0,48800,98.0,
47-2081.00,Drywall and Ceiling Tile Installers,Construction and Extraction,False,False,2,43730.0,12600,79.0,
47-5021.00,"Earth Drillers, Except Oil and Gas",Construction and Extraction,True,False,2,44430.0,2900,85.0,
25-1063.00,"Economics Teachers, Postsecondary","Education, Training, and Library",True,False,5,101480.0,1500,-1.0,
19-3011.00,Economists,"Life, Physical, and Social Science",True,False,5,104340.0,1800,43.0,
27-3041.00,Editors,"Arts, Design, Entertainment, Sports, and Media",False,False,4,59480.0,12400,6.0,
11-9039.00,"Education Administrators, All Other",Management,True,False,-1,82850.0,4200,-1.0,
11-9032.00,"Education Administrators, Elementary and Secondary School",Management,False,False,5,95310.0,22900,0.5,
11-9033.00,"Education Administrators, Postsecondary",Management,True,False,5,94340.0,16800,1.0,
11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",Management,True,False,4,47940.0,5800,1.5,
25-1081.00,"Education Teachers, Postsecondary","Education, Training, and Library",True,False,5,64780.0,7400,-1.0,
25-9099.00,"Education, Training, and Library Workers, All Other","Education, Training, and Library",False,False,-1,42080.0,12000,-1.0,
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",Community and Social Service,True,False,5,56310.0,37300,0.9,
49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",False,False,3,42840.0,1900,76.0,
17-3023.00,Electrical and Electronic Engineering Technicians,Architecture and Engineering,False,False,-1,64330.0,12700,-1.0,
51-2022.00,Electrical and Electronic Equipment Assemblers,Production,False,True,2,33690.0,31400,95.0,"Electrical, Electronics, and Electromechanical Assemblers"
17-3012.00,Electrical and Electronics Drafters,Architecture and Engineering,False,False,-1,60070.0,2800,81.0,
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair",False,False,3,60340.0,1000,91.0,
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair",False,True,3,58110.0,5400,-1.0,
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair",False,False,3,80200.0,2100,-1.0,
17-3012.02,Electrical Drafters,Architecture and Engineering,False,False,3,60070.0,2800,-1.0,Electrical and Electronics Drafters
17-3023.03,Electrical Engineering Technicians,Architecture and Engineering,False,True,3,64330.0,12700,-1.0,Electrical and Electronic Engineering Technicians
17-3029.02,Electrical Engineering Technologists,Architecture and Engineering,False,True,4,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-2071.00,Electrical Engineers,Architecture and Engineering,False,True,4,96640.0,13900,10.0,
49-9051.00,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",True,True,3,70910.0,11400,10.0,
47-2111.00,Electricians,Construction and Extraction,True,True,3,55190.0,94600,15.0,
17-3024.00,Electro-Mechanical Technicians,Architecture and Engineering,False,True,3,57790.0,1400,81.0,
17-3029.03,Electromechanical Engineering Technologists,Architecture and Engineering,False,True,4,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
51-2023.00,Electromechanical Equipment Assemblers,Production,False,False,2,33690.0,31400,97.0,"Electrical, Electronics, and Electromechanical Assemblers"
17-3012.01,Electronic Drafters,Architecture and Engineering,False,False,3,60070.0,2800,-1.0,Electrical and Electronics Drafters
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",False,False,3,35590.0,800,61.0,
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,"Installation, Maintenance, and Repair",False,False,3,38160.0,3300,65.0,
17-3023.01,Electronics Engineering Technicians,Architecture and Engineering,False,True,3,64330.0,12700,-1.0,Electrical and Electronic Engineering Technicians
17-3029.04,Electronics Engineering Technologists,Architecture and Engineering,False,True,3,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-2072.00,"Electronics Engineers, Except Computer",Architecture and Engineering,False,True,4,102700.0,9000,3.0,
25-2021.00,"Elementary School Teachers, Except Special Education","Education, Training, and Library",True,False,4,58230.0,112400,0.4,
47-4021.00,Elevator Installers and Repairers,Construction and Extraction,True,False,3,79780.0,3500,39.0,
43-4061.00,"Eligibility Interviewers, Government Programs",Office and Administrative Support,False,False,3,46020.0,14700,70.0,
39-4011.00,Embalmers,Personal Care and Service,False,False,3,44250.0,700,54.0,
11-9161.00,Emergency Management Directors,Management,False,False,4,74420.0,900,0.3,
29-2041.00,Emergency Medical Technicians and Paramedics,Healthcare Practitioners and Technical,True,False,3,34320.0,19900,5.0,
31-9099.02,Endoscopy Technicians,Healthcare Support,True,False,3,37830.0,11700,-1.0,"Healthcare Support Workers, All Other"
13-1199.01,Energy Auditors,Business and Financial Operations,True,True,3,70530.0,119600,-1.0,"Business Operations Specialists, All Other"
41-3099.01,Energy Brokers,Sales and Related,True,True,4,54550.0,146800,-1.0,"Sales Representatives, Services, All Other"
17-2199.03,Energy Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
51-2031.00,Engine and Other Machine Assemblers,Production,False,True,2,44380.0,4500,82.0,
25-1032.00,"Engineering Teachers, Postsecondary","Education, Training, and Library",True,False,5,101720.0,4700,-1.0,
17-3029.00,"Engineering Technicians, Except Drafters, All Other",Architecture and Engineering,False,False,-1,63200.0,8800,24.0,
17-2199.00,"Engineers, All Other",Architecture and Engineering,False,False,-1,96980.0,11700,1.4,
25-1123.00,"English Language and Literature Teachers, Postsecondary","Education, Training, and Library",False,False,5,66590.0,7300,-1.0,
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other","Arts, Design, Entertainment, Sports, and Media",False,False,-1,15.94,4600,-1.0,
39-3099.00,"Entertainment Attendants and Related Workers, All Other",Personal Care and Service,False,False,-1,24290.0,1400,-1.0,
13-1041.01,Environmental Compliance Inspectors,Business and Financial Operations,False,False,4,68860.0,30700,-1.0,Compliance Officers
19-3011.01,Environmental Economists,"Life, Physical, and Social Science",True,True,5,104340.0,1800,-1.0,Economists
17-3025.00,Environmental Engineering Technicians,Architecture and Engineering,True,True,4,50560.0,2000,25.0,
17-2081.00,Environmental Engineers,Architecture and Engineering,False,True,5,87620.0,4600,1.8,
19-2041.02,Environmental Restoration Planners,"Life, Physical, and Social Science",True,True,5,71130.0,10300,-1.0,"Environmental Scientists and Specialists, Including Health"
19-4091.00,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",True,True,4,46170.0,4600,77.0,
25-1053.00,"Environmental Science Teachers, Postsecondary","Education, Training, and Library",False,False,5,79910.0,700,-1.0,
19-2041.00,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",True,True,4,71130.0,10300,3.0,
19-1041.00,Epidemiologists,"Life, Physical, and Social Science",False,False,5,69660.0,700,20.0,
13-1041.03,Equal Opportunity Representatives and Officers,Business and Financial Operations,False,False,4,68860.0,30700,-1.0,Compliance Officers
51-9194.00,Etchers and Engravers,Production,False,False,2,31330.0,1300,98.0,
53-7032.00,Excavating and Loading Machine and Dragline Operators,Transportation and Material Moving,True,False,2,44270.0,6500,94.0,
43-6011.00,Executive Secretaries and Executive Administrative Assistants,Office and Administrative Support,False,False,3,59340.0,50500,86.0,
29-1128.00,Exercise Physiologists,Healthcare Practitioners and Technical,True,False,5,49270.0,1100,-1.0,
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction and Extraction,False,False,2,49860.0,800,48.0,
47-5099.00,"Extraction Workers, All Other",Construction and Extraction,True,False,-1,54840.0,1000,-1.0,
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,35150.0,8300,91.0,
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production,False,False,2,34200.0,2300,-1.0,
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,False,False,2,35120.0,7600,-1.0,
51-6092.00,Fabric and Apparel Patternmakers,Production,False,False,3,40560.0,600,0.5,
49-9093.00,"Fabric Menders, Except Garment","Installation, Maintenance, and Repair",False,False,1,30730.0,0,96.0,
45-4021.00,Fallers,"Farming, Fishing, and Forestry",False,False,1,44080.0,800,76.0,
29-1062.00,Family and General Practitioners,Healthcare Practitioners and Technical,True,False,5,201100.0,5100,-1.0,
25-9021.00,Farm and Home Management Advisors,"Education, Training, and Library",False,True,5,49840.0,1000,0.8,
11-9013.02,Farm and Ranch Managers,Management,False,True,4,67950.0,95600,-1.0,"Farmers, Ranchers, and Other Agricultural Managers"
49-3041.00,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair",False,False,3,40630.0,4800,75.0,
13-1074.00,Farm Labor Contractors,Business and Financial Operations,True,False,2,46150.0,200,97.0,
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Management,False,False,-1,67950.0,95600,5.0,
45-2092.02,"Farmworkers and Laborers, Crop","Farming, Fishing, and Forestry",False,False,1,24320.0,88800,-1.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",False,False,-1,24320.0,88800,-1.0,
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farming, Fishing, and Forestry",False,False,2,26560.0,40600,-1.0,
27-1022.00,Fashion Designers,"Arts, Design, Entertainment, Sports, and Media",False,False,3,72720.0,2600,2.0,
47-4031.00,Fence Erectors,Construction and Extraction,True,False,2,34800.0,4200,92.0,
51-2091.00,Fiberglass Laminators and Fabricators,Production,False,False,2,34500.0,2600,93.0,
43-4071.00,File Clerks,Office and Administrative Support,False,False,2,31700.0,11900,97.0,
27-4032.00,Film and Video Editors,"Arts, Design, Entertainment, Sports, and Media",True,False,3,62650.0,4700,31.0,
13-2051.00,Financial Analysts,Business and Financial Operations,False,True,4,85660.0,30900,23.0,
43-3099.00,"Financial Clerks, All Other",Office and Administrative Support,True,False,-1,41020.0,4000,-1.0,
13-2061.00,Financial Examiners,Business and Financial Operations,True,False,4,80180.0,5200,17.0,
11-3031.00,Financial Managers,Management,True,False,-1,127990.0,64900,7.0,
11-3031.02,"Financial Managers, Branch or Department",Management,True,False,4,127990.0,64900,-1.0,Financial Managers
13-2099.01,Financial Quantitative Analysts,Business and Financial Operations,False,True,5,70280.0,13700,-1.0,"Financial Specialists, All Other"
13-2099.00,"Financial Specialists, All Other",Business and Financial Operations,False,False,-1,70280.0,13700,33.0,
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Arts, Design, Entertainment, Sports, and Media",False,False,3,49380.0,3100,4.0,
33-2021.01,Fire Inspectors,Protective Service,False,False,3,62510.0,1300,-1.0,Fire Inspectors and Investigators
33-2021.00,Fire Inspectors and Investigators,Protective Service,False,False,-1,62510.0,1300,48.0,
33-2021.02,Fire Investigators,Protective Service,False,False,3,62510.0,1300,-1.0,Fire Inspectors and Investigators
17-2111.02,Fire-Prevention and Protection Engineers,Architecture and Engineering,False,False,4,89130.0,2000,-1.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
33-2011.00,Firefighters,Protective Service,False,False,-1,49620.0,25000,17.0,
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,"Farming, Fishing, and Forestry",False,True,3,46960.0,8400,-1.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,"Farming, Fishing, and Forestry",False,False,3,46960.0,8400,-1.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.06,First-Line Supervisors of Aquacultural Workers,"Farming, Fishing, and Forestry",False,False,4,46960.0,8400,-1.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,True,False,3,65230.0,79400,17.0,
33-1011.00,First-Line Supervisors of Correctional Officers,Protective Service,False,False,3,63340.0,2800,3.0,
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fishing, and Forestry",False,False,-1,46960.0,8400,57.0,
33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Protective Service,False,False,-1,76330.0,4800,0.4,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related,True,False,2,32450.0,169900,63.0,
53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Transportation and Material Moving,False,False,2,55470.0,48900,-1.0,Supervisors of Transportation and Material Moving Workers
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,True,False,2,39940.0,30400,94.0,
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,True,False,3,48220.0,24300,-1.0,
45-1011.05,First-Line Supervisors of Logging Workers,"Farming, Fishing, and Forestry",False,True,2,46960.0,8400,-1.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",False,True,3,66140.0,47500,0.3,
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales and Related,False,False,4,73390.0,37000,8.0,
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support,True,False,3,55810.0,161100,1.4,
39-1021.00,First-Line Supervisors of Personal Service Workers,Personal Care and Service,True,False,3,38400.0,34400,8.0,
33-1012.00,First-Line Supervisors of Police and Detectives,Protective Service,False,False,3,89030.0,8300,0.4,
51-1011.00,First-Line Supervisors of Production and Operating Workers,Production,False,True,2,60420.0,65200,1.6,
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Protective Service,False,False,-1,49640.0,8100,-1.0,
41-1011.00,First-Line Supervisors of Retail Sales Workers,Sales and Related,True,False,2,39630.0,165500,28.0,
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Transportation and Material Moving,False,False,2,55470.0,48900,-1.0,Supervisors of Transportation and Material Moving Workers
33-3031.00,Fish and Game Wardens,Protective Service,False,True,4,57710.0,500,8.0,
45-3011.00,Fishers and Related Fishing Workers,"Farming, Fishing, and Forestry",False,False,1,25380.0,6200,83.0,"Farming, Fishing, and Forestry Occupations"
11-9039.02,Fitness and Wellness Coordinators,Management,True,False,4,82850.0,4200,-1.0,"Education Administrators, All Other"
39-9031.00,Fitness Trainers and Aerobics Instructors,Personal Care and Service,True,False,3,39820.0,67600,9.0,
53-2031.00,Flight Attendants,Transportation and Material Moving,True,False,3,56000.0,15300,35.0,
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction and Extraction,True,False,2,42760.0,2500,79.0,
47-2043.00,Floor Sanders and Finishers,Construction and Extraction,True,False,2,37510.0,700,87.0,
27-1023.00,Floral Designers,"Arts, Design, Entertainment, Sports, and Media",False,False,2,27200.0,4400,5.0,
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,False,False,2,30840.0,2900,-1.0,
51-3092.00,Food Batchmakers,Production,False,False,2,29720.0,24800,70.0,
51-3093.00,Food Cooking Machine Operators and Tenders,Production,False,False,2,30120.0,5700,61.0,
35-9099.00,"Food Preparation and Serving Related Workers, All Other",Food Preparation and Serving Related,True,False,-1,23850.0,10800,-1.0,
35-2021.00,Food Preparation Workers,Food Preparation and Serving Related,True,False,1,23730.0,158500,87.0,
51-3099.00,"Food Processing Workers, All Other",Production,False,False,-1,25870.0,5300,-1.0,
19-4011.02,Food Science Technicians,"Life, Physical, and Social Science",False,False,3,40860.0,3800,-1.0,Agricultural and Food Science Technicians
19-1012.00,Food Scientists and Technologists,"Life, Physical, and Social Science",False,False,4,65300.0,1800,8.0,
35-3041.00,"Food Servers, Nonrestaurant",Food Preparation and Serving Related,True,False,1,23290.0,46500,86.0,
11-9051.00,Food Service Managers,Management,True,False,2,54240.0,46900,8.0,
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary","Education, Training, and Library",True,False,5,67640.0,3000,-1.0,
19-4092.00,Forensic Science Technicians,"Life, Physical, and Social Science",True,False,4,58230.0,2400,1.0,
19-4093.00,Forest and Conservation Technicians,"Life, Physical, and Social Science",False,True,3,37180.0,4000,42.0,
45-4011.00,Forest and Conservation Workers,"Farming, Fishing, and Forestry",False,True,3,27460.0,2400,87.0,
33-1021.02,Forest Fire Fighting and Prevention Supervisors,Protective Service,False,False,3,76330.0,4800,-1.0,First-Line Supervisors of Fire Fighting and Prevention Workers
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Protective Service,True,False,3,39600.0,300,5.0,
33-2011.02,Forest Firefighters,Protective Service,False,False,2,49620.0,25000,-1.0,Firefighters
19-1032.00,Foresters,"Life, Physical, and Social Science",False,False,4,61410.0,1000,0.8,
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","Education, Training, and Library",False,False,5,86900.0,200,-1.0,
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,38900.0,1200,93.0,
51-4071.00,Foundry Mold and Coremakers,Production,False,False,2,35430.0,1300,67.0,
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,False,False,4,70280.0,13700,-1.0,"Financial Specialists, All Other"
53-6051.08,Freight and Cargo Inspectors,Transportation and Material Moving,False,False,4,73780.0,3300,-1.0,Transportation Inspectors
43-5011.01,Freight Forwarders,Office and Administrative Support,True,True,2,43210.0,10100,-1.0,Cargo and Freight Agents
17-2141.01,Fuel Cell Engineers,Architecture and Engineering,False,True,5,87370.0,22900,-1.0,Mechanical Engineers
17-3029.10,Fuel Cell Technicians,Architecture and Engineering,False,True,-1,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
13-1131.00,Fundraisers,Business and Financial Operations,True,False,4,56950.0,11300,-1.0,
39-4021.00,Funeral Attendants,Personal Care and Service,False,False,2,26400.0,6000,37.0,
11-9061.00,Funeral Service Managers,Management,False,False,3,79180.0,1900,-1.0,
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,False,False,2,39160.0,2400,37.0,
51-7021.00,Furniture Finishers,Production,False,False,2,31950.0,2400,87.0,
39-3012.00,Gaming and Sports Book Writers and Runners,Personal Care and Service,False,False,2,24430.0,1800,91.0,
43-3041.00,Gaming Cage Workers,Office and Administrative Support,False,False,2,27490.0,2300,39.0,
41-2012.00,Gaming Change Persons and Booth Cashiers,Sales and Related,False,False,2,24880.0,4300,83.0,
39-3011.00,Gaming Dealers,Personal Care and Service,False,False,2,20120.0,15500,96.0,
11-9071.00,Gaming Managers,Management,True,False,3,74700.0,700,9.0,
39-3019.00,"Gaming Service Workers, All Other",Personal Care and Service,False,False,-1,27550.0,1600,-1.0,
39-1011.00,Gaming Supervisors,Personal Care and Service,True,False,2,49420.0,8800,28.0,First-Line Supervisors of Gaming Workers
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,Protective Service,False,False,2,32680.0,1400,95.0,
53-7071.00,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving,False,False,2,65210.0,400,91.0,
51-8092.00,Gas Plant Operators,Production,False,False,3,71070.0,1500,78.0,
51-9071.06,Gem and Diamond Workers,Production,False,False,3,39440.0,4400,-1.0,Jewelers and Precious Stone and Metal Workers
11-1021.00,General and Operations Managers,Management,True,True,4,100930.0,230000,16.0,
29-9092.00,Genetic Counselors,Healthcare Practitioners and Technical,True,False,5,80370.0,300,-1.0,
19-1029.03,Geneticists,"Life, Physical, and Social Science",False,False,5,79590.0,4700,-1.0,"Biological Scientists, All Other"
17-1022.01,Geodetic Surveyors,Architecture and Engineering,False,False,4,62580.0,4000,-1.0,Surveyors
19-3092.00,Geographers,"Life, Physical, and Social Science",False,False,5,80300.0,200,25.0,
15-1199.05,Geographic Information Systems Technicians,Computer and Mathematical,True,True,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
25-1064.00,"Geography Teachers, Postsecondary","Education, Training, and Library",False,False,5,80350.0,400,-1.0,
19-4041.00,Geological and Petroleum Technicians,"Life, Physical, and Social Science",True,False,-1,53300.0,1800,91.0,
19-4041.02,Geological Sample Test Technicians,"Life, Physical, and Social Science",True,True,4,53300.0,1800,-1.0,Geological and Petroleum Technicians
19-4041.01,Geophysical Data Technicians,"Life, Physical, and Social Science",True,True,4,53300.0,1800,-1.0,Geological and Petroleum Technicians
19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",False,True,4,91130.0,3600,63.0,
15-1199.04,Geospatial Information Scientists and Technologists,Computer and Mathematical,True,True,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
11-3051.02,Geothermal Production Managers,Management,False,True,3,103380.0,13800,-1.0,Industrial Production Managers
49-9099.01,Geothermal Technicians,"Installation, Maintenance, and Repair",False,True,2,39320.0,21300,-1.0,"Installation, Maintenance, and Repair Workers, All Other"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Production,False,False,2,33340.0,5300,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic"
47-2121.00,Glaziers,Construction and Extraction,True,False,2,43550.0,7000,73.0,
13-1041.04,Government Property Inspectors and Investigators,Business and Financial Operations,False,False,3,68860.0,30700,-1.0,Compliance Officers
45-2041.00,"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry",False,False,1,24430.0,5800,41.0,
25-1191.00,Graduate Teaching Assistants,"Education, Training, and Library",False,False,5,33700.0,14900,-1.0,
27-1024.00,Graphic Designers,"Arts, Design, Entertainment, Sports, and Media",False,False,4,50370.0,30300,8.0,
11-2011.01,Green Marketers,Management,False,True,-1,117130.0,2700,-1.0,Advertising and Promotions Managers
51-9022.00,"Grinding and Polishing Workers, Hand",Production,False,False,1,29550.0,2600,97.0,
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,34850.0,7400,-1.0,
37-3019.00,"Grounds Maintenance Workers, All Other",Building and Grounds Cleaning and Maintenance,False,False,-1,30420.0,2400,-1.0,
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,True,False,3,24730.0,94600,11.0,
47-4041.00,Hazardous Materials Removal Workers,Construction and Extraction,True,True,3,42030.0,6600,53.0,
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Architecture and Engineering,False,False,-1,89130.0,2000,3.0,
29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",Healthcare Practitioners and Technical,True,False,-1,73960.0,3400,2.0,
21-1091.00,Health Educators,Community and Social Service,True,False,4,54220.0,8000,5.0,
25-1071.00,"Health Specialties Teachers, Postsecondary","Education, Training, and Library",True,False,5,97370.0,29400,-1.0,
29-2099.00,"Health Technologists and Technicians, All Other",Healthcare Practitioners and Technical,True,False,-1,42920.0,11700,40.0,
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",Healthcare Practitioners and Technical,True,False,-1,54620.0,2500,6.0,
21-1022.00,Healthcare Social Workers,Community and Social Service,True,False,5,56200.0,22200,0.4,
31-9099.00,"Healthcare Support Workers, All Other",Healthcare Support,True,False,-1,37830.0,11700,63.0,
29-2092.00,Hearing Aid Specialists,Healthcare Practitioners and Technical,True,False,3,52770.0,700,-1.0,
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,37520.0,1700,-1.0,
49-9021.01,Heating and Air Conditioning Mechanics and Installers,"Installation, Maintenance, and Repair",True,True,3,47610.0,42800,-1.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",True,False,-1,47610.0,42800,65.0,
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,True,True,2,43680.0,238400,79.0,
47-3019.00,"Helpers, Construction Trades, All Other",Construction and Extraction,True,False,-1,30510.0,4100,-1.0,
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction,True,False,2,33380.0,3700,-1.0,
47-3012.00,Helpers--Carpenters,Construction and Extraction,True,True,2,30880.0,5300,92.0,
47-3013.00,Helpers--Electricians,Construction and Extraction,True,False,2,31410.0,11400,74.0,
47-5081.00,Helpers--Extraction Workers,Construction and Extraction,True,False,2,36350.0,2600,37.0,
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",True,True,2,29450.0,15100,79.0,
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction and Extraction,False,False,1,29960.0,1600,94.0,
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,True,False,2,30980.0,9200,57.0,
51-9198.00,Helpers--Production Workers,Production,True,False,2,27730.0,57700,66.0,
47-3016.00,Helpers--Roofers,Construction and Extraction,True,False,2,30390.0,1400,72.0,
47-4051.00,Highway Maintenance Workers,Construction and Extraction,False,False,2,39690.0,18400,87.0,
19-3093.00,Historians,"Life, Physical, and Social Science",False,False,5,61140.0,400,44.0,
25-1125.00,"History Teachers, Postsecondary","Education, Training, and Library",False,False,5,74590.0,2400,-1.0,
29-2011.03,Histotechnologists and Histologic Technicians,Healthcare Practitioners and Technical,True,False,3,52330.0,25500,-1.0,Clinical Laboratory Technologists and Technicians
53-7041.00,Hoist and Winch Operators,Transportation and Material Moving,False,False,2,45490.0,400,65.0,
